FrameId,Id,X,Y,Width,Height,Confidence,Class
92,1,583.448059,420.798004,247.337341,225.766144,0.772916,0
92,2,505.124786,661.951538,250.340912,235.885742,0.607902,0
93,1,587.647278,419.807037,243.928650,227.712189,0.777070,0
93,2,506.520508,658.632568,246.050720,235.854614,0.604821,0
94,1,586.370789,418.826538,245.037354,229.262268,0.789011,0
94,2,517.871155,665.803955,235.480896,229.712097,0.479003,0
95,1,589.987671,419.133392,241.756042,228.498383,0.775648,0
95,2,519.337830,667.212524,234.244141,228.088440,0.508774,0
96,1,596.757874,424.226196,236.860718,225.423401,0.751790,0
96,2,534.021973,671.335815,218.508911,223.095703,0.305044,0
97,1,599.351135,420.972076,233.348938,225.994537,0.758367,0
97,2,533.961670,662.352905,215.363770,228.126465,0.624044,0
98,1,604.699829,421.614838,225.175903,224.944305,0.740937,0
98,2,543.240540,672.327881,198.576416,215.994141,0.578777,0
99,1,603.254517,424.789307,224.182800,222.111572,0.791849,0
99,2,540.365051,674.538574,198.188477,212.224365,0.630828,0
100,1,604.661255,423.765656,222.539734,222.790680,0.797417,0
100,2,536.600281,669.183838,207.922241,216.192993,0.608574,0
101,1,565.764832,422.478821,257.457153,225.962097,0.791470,0
101,2,534.219177,669.434021,209.393921,214.896851,0.629190,0
102,1,552.548401,422.179535,267.839050,226.703033,0.788124,0
102,2,535.608276,673.526978,211.080017,210.916199,0.669168,0
103,1,546.912598,421.732025,273.205994,226.863251,0.775164,0
103,2,536.640015,663.145752,207.707886,220.440247,0.665662,0
104,1,545.186218,419.617065,276.058289,230.330261,0.751648,0
104,2,542.073975,669.033752,203.309753,215.026917,0.681282,0
105,1,557.173584,421.572205,271.207092,234.336243,0.709684,0
105,2,533.162781,669.280701,214.379150,218.152222,0.615739,0
106,1,549.844727,416.233826,274.541138,238.835083,0.697520,0
106,2,533.203430,666.856934,217.203308,219.992798,0.621525,0
107,1,545.942200,417.995087,273.986023,237.988129,0.703171,0
107,2,528.115662,672.195618,221.134216,216.267029,0.671941,0
108,1,544.979126,419.034790,273.292419,235.675110,0.726923,0
108,2,520.964111,673.598877,228.894531,216.633850,0.689298,0
109,1,546.270691,420.909119,274.588745,231.534912,0.749743,0
109,2,515.581055,671.534119,231.843811,219.199158,0.684805,0
110,1,547.805664,424.410187,273.674438,227.456696,0.763556,0
110,2,514.047058,668.129944,236.264587,221.939880,0.688479,0
111,1,558.409180,428.842438,272.047302,226.955475,0.739435,0
111,2,512.371460,662.547607,240.974182,229.260742,0.626926,0
112,1,563.590210,429.203125,270.773926,226.995850,0.748680,0
112,2,520.844666,670.040833,231.585754,220.774719,0.696968,0
113,1,554.971252,425.567078,272.402039,225.970886,0.754629,0
113,2,522.230469,672.673828,228.520264,216.927795,0.687637,0
114,1,549.400208,422.557159,274.453491,225.962982,0.783260,0
114,2,522.524109,675.474670,225.100098,215.002808,0.711604,0
115,1,547.539185,418.076782,275.726929,228.230774,0.796226,0
115,2,521.824890,674.528137,222.615417,214.985596,0.700801,0
116,1,546.556213,416.642456,277.127808,228.101501,0.801255,0
116,2,517.478638,674.524780,230.631714,216.580383,0.710013,0
117,1,547.505249,415.706940,276.288757,226.632721,0.809405,0
117,2,521.656738,675.899658,228.962646,220.072632,0.712231,0
118,1,546.676208,414.300781,277.304199,223.451904,0.785192,0
118,2,518.455505,672.831604,234.254211,227.535461,0.634660,0
119,1,546.886780,414.127625,278.039673,223.269958,0.792865,0
119,2,525.148987,672.781555,232.926208,229.465149,0.681888,0
120,1,547.363342,413.077057,274.792969,220.051666,0.800104,0
120,2,524.090332,675.272949,233.577087,228.433960,0.689421,0
121,1,549.185608,411.534027,274.676758,224.632538,0.785558,0
121,2,530.368958,683.595459,221.905396,219.665894,0.727485,0
122,1,550.317383,412.100922,272.517334,219.932098,0.802003,0
122,2,531.725281,689.312500,218.365601,212.569458,0.627698,0
123,1,559.434570,417.636505,273.708679,215.030060,0.761376,0
123,2,535.610107,688.514160,215.233093,212.764343,0.607783,0
124,1,561.797424,417.202820,274.622131,212.263428,0.725045,0
124,2,529.148682,679.578186,232.993164,221.894348,0.409340,0
125,1,563.816223,415.339813,272.562256,211.363739,0.718118,0
125,2,530.584229,679.926270,230.613464,220.841003,0.521402,0
126,1,556.848206,409.138763,269.883911,219.793488,0.783662,0
126,2,536.443726,688.158264,219.053711,210.092590,0.658709,0
127,1,554.238892,409.803345,274.230408,218.629395,0.710528,0
127,2,538.566101,686.119263,213.040344,210.002319,0.642102,0
127,4,814.007996,758.145203,116.438721,118.138245,0.515385,0
128,1,563.310852,411.890808,277.564697,216.712769,0.721222,0
128,2,540.937805,685.033936,212.310120,212.545288,0.486452,0
128,4,816.665588,754.473328,114.776794,121.707703,0.371393,0
129,1,568.892212,411.521606,270.395691,215.185120,0.756416,0
129,2,566.515076,703.265808,196.060486,198.233398,0.274135,0
129,4,816.710571,751.974060,115.281982,125.418640,0.316500,0
130,1,571.793396,413.598969,265.276550,212.451813,0.773813,0
130,2,569.778320,707.862854,186.439880,188.960938,0.528684,0
130,4,813.552917,749.724731,118.916931,130.790039,0.168563,0
131,1,611.164368,411.526611,232.357239,198.865356,0.612302,0
131,2,552.588501,693.982849,199.305664,201.683411,0.562668,0
131,4,814.143616,749.424500,119.924927,129.555847,0.215155,0
132,1,580.487366,414.065521,263.608948,202.159210,0.773505,0
132,2,544.807922,690.211365,197.933655,202.905396,0.574804,0
132,4,815.395752,746.104431,125.837463,135.157043,0.121198,0
133,1,604.933228,397.073944,240.340088,202.283051,0.685376,0
133,2,543.071350,686.130859,195.077942,206.132629,0.459834,0
133,4,813.685730,746.539734,124.708740,132.165466,0.124147,0
134,1,604.762451,387.411957,245.714600,203.531036,0.709585,0
134,2,567.020447,700.441467,176.462891,191.773071,0.543200,0
135,1,612.746826,381.791748,238.863464,204.158630,0.745469,0
135,2,547.859680,691.434814,200.645874,200.462585,0.719639,0
136,1,590.312927,367.966064,258.582764,220.423828,0.705018,0
136,2,542.159302,686.031250,199.936218,204.009033,0.704909,0
137,1,595.330688,367.660278,253.022217,217.722229,0.711461,0
137,2,538.178650,688.073608,200.230042,202.536987,0.720157,0
138,1,594.269226,361.154236,252.778076,223.477295,0.693776,0
138,2,535.394653,680.605164,202.215027,211.983398,0.661835,0
139,1,602.530823,354.749786,241.241638,225.142548,0.700880,0
139,2,535.210999,678.429993,200.794922,212.887390,0.673144,0
140,1,609.353699,345.514587,236.725403,233.023865,0.716309,0
140,2,532.282166,676.510193,208.761414,215.316223,0.708030,0
141,1,611.880493,345.271454,237.705139,216.488373,0.722555,0
141,2,534.677368,680.143616,207.698425,214.840332,0.710493,0
142,1,594.323181,350.588867,251.161133,231.966370,0.632308,0
142,2,531.288330,680.382446,210.954285,216.701782,0.710422,0
143,1,601.590149,356.201263,235.996216,234.813995,0.624968,0
143,2,529.670593,677.806702,210.920288,220.982361,0.698355,0
144,1,559.471008,365.542938,259.564941,238.617706,0.588716,0
144,2,525.397461,675.907898,211.018555,222.408447,0.693408,0
145,1,535.266785,363.563354,268.702515,244.145508,0.495394,0
145,2,528.150208,679.133362,206.810120,218.117920,0.722592,0
146,1,526.458496,364.813080,264.682678,240.174530,0.520968,0
146,2,530.765259,684.147705,210.035217,214.048401,0.733824,0
147,1,521.929321,356.572754,254.899963,240.973022,0.699972,0
147,2,530.473572,684.831299,213.917480,211.020630,0.742796,0
148,1,520.898560,350.733063,250.037048,240.091644,0.746797,0
148,2,532.957275,686.940308,215.374390,207.693787,0.741601,0
149,1,525.022644,339.476166,240.513916,244.765350,0.702580,0
149,2,532.869385,682.792419,212.144348,210.504822,0.707622,0
150,1,518.996765,335.533234,247.753113,253.702179,0.664757,0
150,2,533.390320,681.288452,206.590881,209.664673,0.703252,0
151,1,509.419281,340.178925,245.888947,249.838043,0.657121,0
151,2,530.849243,680.731934,205.689148,212.516846,0.711287,0
152,1,496.211426,331.787262,222.749817,253.145477,0.701358,0
152,2,532.587097,681.262817,205.842957,212.212341,0.725346,0
153,1,489.527802,329.610443,215.116608,255.556549,0.711179,0
153,2,530.880188,682.094910,213.279358,213.477966,0.727079,0
154,1,495.522125,323.391907,213.014374,261.724792,0.748616,0
154,2,532.859985,685.372620,209.895386,208.838318,0.751092,0
155,1,490.602234,315.970459,215.716980,267.877563,0.728132,0
155,2,534.745361,685.074829,205.392456,209.106018,0.735012,0
156,1,486.076355,317.418335,219.044250,263.540955,0.707233,0
156,2,540.743103,690.723816,194.093506,200.942566,0.753829,0
157,1,495.572906,311.708160,209.978180,265.339142,0.650689,0
157,2,538.233521,686.691650,197.508545,205.995361,0.718767,0
158,1,488.582581,320.639435,220.297180,258.504486,0.664466,0
158,2,538.611755,682.773132,200.600586,209.312561,0.718812,0
159,1,495.020538,322.069397,227.302216,262.920288,0.654905,0
159,2,537.619507,678.862305,200.727295,213.962769,0.706039,0
160,1,498.749481,324.679474,231.493622,262.809845,0.734475,0
160,2,535.377930,682.856567,204.462769,211.717957,0.754858,0
161,1,491.383270,322.915863,239.774567,267.811615,0.695165,0
161,2,533.508362,679.323914,203.381042,215.047302,0.734874,0
162,1,485.074066,318.419922,239.687103,271.241394,0.647723,0
162,2,534.208740,679.607788,199.640747,213.757446,0.742131,0
163,1,483.798065,315.518921,237.184418,272.224976,0.689538,0
163,2,531.045044,682.461670,205.378113,213.638367,0.753671,0
164,1,485.439636,309.879333,237.557556,277.761414,0.677214,0
164,2,531.191101,680.727539,208.557251,214.815125,0.752301,0
165,1,485.881409,287.296295,240.571289,296.087067,0.730090,0
165,2,529.409668,679.390686,214.924927,220.168640,0.744511,0
166,1,485.849304,275.152710,243.298401,304.381165,0.747787,0
166,2,528.596985,677.351807,212.994690,220.919861,0.735130,0
167,1,479.443207,278.053436,237.648285,297.704681,0.742565,0
167,2,528.683472,681.031128,209.423889,217.175110,0.773032,0
168,1,483.020935,299.882294,222.007874,277.570038,0.769651,0
168,2,528.343933,678.309875,209.813110,222.994873,0.734222,0
169,1,481.316223,330.440582,212.846497,248.259491,0.778993,0
169,2,526.353210,678.336731,214.986328,224.632568,0.753591,0
170,1,475.468811,306.617737,215.298950,272.266724,0.775360,0
170,2,523.931091,677.839600,221.472351,225.442749,0.734552,0
171,1,476.426086,295.821106,215.939880,281.971436,0.771749,0
171,2,524.043701,680.690369,221.670837,220.262817,0.759965,0
172,1,482.847351,288.502075,210.410522,288.924133,0.781412,0
172,2,526.894531,684.409790,216.981567,217.026367,0.767742,0
173,1,475.802826,288.297760,210.345123,293.649261,0.787524,0
173,2,527.488281,683.615051,212.956116,216.187561,0.729024,0
174,1,472.276550,279.649719,212.183533,301.874817,0.752406,0
174,2,529.789429,680.418701,211.078003,219.284485,0.743766,0
175,1,466.669891,281.685547,211.088470,297.733398,0.696126,0
175,2,529.399170,680.936646,212.460083,215.097717,0.737249,0
176,1,447.164703,280.865204,218.917999,262.641266,0.638630,0
176,2,525.697083,676.729370,217.912109,218.876526,0.706307,0
177,1,438.519348,283.454346,220.858459,235.952026,0.627935,0
177,2,519.458191,671.366028,227.186157,226.054016,0.672975,0
178,1,437.726318,284.784363,217.927246,228.242859,0.524534,0
178,2,518.308228,670.737854,224.170715,224.745605,0.705565,0
179,1,437.258392,281.884979,206.783600,223.901367,0.511699,0
179,2,518.709900,670.134521,217.685120,224.621582,0.709808,0
180,1,439.121033,279.263184,189.872681,225.300659,0.505596,0
180,2,518.997437,670.926086,218.167969,225.310669,0.712842,0
181,1,439.911224,284.184235,184.766449,224.384033,0.671908,0
181,2,525.032227,672.939148,213.381531,221.662781,0.702582,0
182,1,441.422302,278.588867,188.864197,229.794647,0.562245,0
182,2,530.647766,676.545654,207.065002,216.247559,0.724575,0
183,1,442.257324,281.179779,205.108826,239.400909,0.384787,0
183,2,538.552063,680.982239,200.707825,213.126770,0.695483,0
184,1,445.081543,282.567078,203.964600,237.532776,0.102898,0
184,2,540.644104,686.080078,197.994751,207.191711,0.718227,0
185,1,456.866302,286.732574,200.319366,271.734222,0.534618,0
185,2,540.036194,685.368530,203.117249,207.728149,0.707451,0
186,1,459.182098,289.767822,202.017731,285.159058,0.349772,0
186,2,538.338684,683.310974,209.409668,211.049500,0.708162,0
187,1,464.366272,293.326721,197.435547,285.602539,0.621108,0
187,2,542.160645,683.727478,205.292236,210.317383,0.723626,0
188,1,443.880127,294.241333,220.680908,287.489380,0.304235,0
188,2,537.175537,677.731689,207.962708,218.912292,0.709015,0
189,1,436.850983,299.502106,226.636261,267.452667,0.459669,0
189,2,530.801025,674.882080,215.326538,222.758362,0.706258,0
190,1,433.668091,299.625946,208.777649,237.222443,0.428467,0
190,2,533.580322,676.654602,204.046448,217.707397,0.735779,0
191,1,443.178558,303.816895,204.526337,254.267517,0.185574,0
191,2,532.012390,680.438904,210.628784,217.582764,0.756636,0
192,1,453.925049,310.370880,174.432495,236.694550,0.330948,0
192,2,532.148132,678.296936,214.835999,222.347046,0.726052,0
193,1,452.543152,315.748810,188.052368,233.847809,0.290408,0
193,2,527.234314,677.706299,219.092163,224.819275,0.729865,0
194,1,451.606934,318.455353,186.971252,227.856598,0.415477,0
194,2,529.311096,680.299927,214.765625,222.639954,0.760156,0
195,1,446.953674,323.545135,175.323975,227.241241,0.421184,0
195,2,529.854858,682.675110,212.215820,221.650208,0.760712,0
196,1,426.405334,326.972778,190.624756,227.545715,0.288128,0
196,2,529.602051,683.401123,216.392822,225.717712,0.751924,0
197,1,425.111877,329.089539,192.288086,223.816589,0.210831,0
197,2,524.534363,682.235779,224.677368,227.960327,0.738827,0
198,1,434.768799,329.271149,191.841614,234.023590,0.498553,0
198,2,520.796082,684.222351,232.933472,229.153625,0.735855,0
199,1,437.771179,331.082062,198.109497,232.060333,0.462162,0
199,2,522.026489,684.936340,228.625122,226.260803,0.761605,0
200,1,402.571930,330.974335,225.445221,231.797211,0.373987,0
200,2,521.389893,684.686707,225.830261,225.860779,0.754676,0
201,1,424.574402,337.673676,218.712524,233.029755,0.452682,0
201,2,518.378723,683.604431,228.956482,226.133484,0.742928,0
202,1,434.860687,331.523590,219.033905,235.099640,0.483695,0
202,2,520.333313,686.187134,227.538452,222.185181,0.748333,0
203,1,439.028351,323.470215,204.123871,238.379211,0.324290,0
203,2,523.534424,689.725281,227.215454,217.739136,0.770413,0
204,1,443.888214,322.082733,193.245331,238.854706,0.474332,0
204,2,521.455811,684.719543,230.593018,222.199341,0.723012,0
205,1,444.657654,321.164703,186.017883,239.138947,0.498679,0
205,2,526.922668,683.080017,225.512085,222.838318,0.749172,0
206,1,447.056030,314.786682,201.221985,247.217957,0.332932,0
206,2,529.258301,680.367676,219.563354,222.687073,0.730000,0
207,1,439.272736,312.906281,184.998505,227.612579,0.367530,0
207,2,529.424683,681.530212,219.717041,223.133118,0.744910,0
208,1,437.200256,315.337494,183.607849,234.077118,0.435349,0
208,2,521.893677,678.380676,234.098511,225.676392,0.697249,0
209,1,444.645569,315.352356,199.955200,241.288635,0.147698,0
209,2,527.921021,678.648865,228.378418,227.132324,0.755693,0
210,1,437.501251,314.268127,189.864655,241.884338,0.174241,0
210,2,531.118591,677.099792,225.462708,228.135254,0.739009,0
211,1,432.697021,314.526031,202.787292,238.122772,0.346746,0
211,2,534.218811,677.571350,220.817200,229.479431,0.710391,0
212,1,431.438416,316.081299,208.180786,235.390991,0.277364,0
212,2,535.167725,682.413818,220.685791,225.401306,0.741126,0
213,1,431.578522,317.480896,195.675751,230.808105,0.282986,0
213,2,536.574280,680.478516,217.804810,225.040100,0.750490,0
214,1,433.232574,317.116882,195.477203,227.894287,0.285705,0
214,2,544.192017,683.813477,213.757629,217.831604,0.633174,0
215,1,437.414520,315.905426,201.037384,229.474579,0.349080,0
215,2,548.698486,674.463196,218.224304,226.323730,0.429753,0
216,1,433.602661,316.659088,214.515808,234.512177,0.211560,0
216,2,543.721497,670.461975,217.840210,227.001587,0.265738,0
217,1,394.339661,326.495667,233.070496,232.803406,0.559152,0
217,2,540.258484,674.088562,215.721558,223.828430,0.617578,0
218,1,416.462677,328.383820,207.163483,214.765350,0.442568,0
218,2,538.430542,680.007202,216.536865,218.054810,0.642007,0
219,1,430.293610,335.681152,189.582306,205.956543,0.531136,0
219,2,543.300232,681.123230,216.579895,218.925598,0.369177,0
220,1,429.901001,335.248138,191.449097,204.061981,0.358735,0
220,2,536.358337,681.916870,224.915222,217.663574,0.718843,0
221,1,424.131165,338.051270,198.928345,205.616211,0.219237,0
221,2,534.445068,674.826782,231.535217,222.359924,0.620211,0
222,1,430.487000,335.712708,208.314087,207.183167,0.188136,0
222,2,534.631165,672.491455,229.163696,223.698364,0.461362,0
223,1,431.719543,337.017212,221.290039,204.413025,0.219875,0
223,2,538.129028,677.944641,223.250183,222.456604,0.520481,0
