idf1,idp,idr,recall,precision,num_unique_objects,mostly_tracked,partially_tracked,mostly_lost,num_false_positives,num_misses,num_switches,num_fragmentations,mota,motp,num_transfer,num_ascend,num_migrate
0.20820161182599403,0.3303659742828882,0.15199583929267976,0.3327590690417371,0.7232584428430126,28,1,11,16,3917,20527,90,1062,0.20250942660252247,0.35392722912895924,10,60,0
