idf1,idp,idr,recall,precision,num_unique_objects,mostly_tracked,partially_tracked,mostly_lost,num_false_positives,num_misses,num_switches,num_fragmentations,mota,motp,num_transfer,num_ascend,num_migrate
0.14973992770871902,0.23254381161007667,0.11042127161617475,0.33526199453907163,0.70605147864184,28,1,12,15,4294,20450,233,1290,0.18810947861136396,0.3553767867857502,12,108,0
